,,,,,,,,,,
Year,State,NMFS Name,Pounds,Metric Tons,Dollars,Confidentiality,Collection,Scientific Name,Tsn,Source
2020,FLORIDA-EAST,"TUNA, ALBACORE","311,105",141,"566,801",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2020,FLORIDA-EAST,"TUNA, BIGEYE","111,529",51,"399,066",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2020,FLORIDA-EAST,"TUNA, BLACKFIN","7,128",3,"10,505",Public,Commercial,Thunnus atlanticus,172427,ACCSP
2020,FLORIDA-EAST,"TUNA, BLUEFIN",,,,Confidential,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2020,FLORIDA-EAST,"TUNA, LITTLE TUNNY","232,758",106,"142,782",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2020,FLORIDA-EAST,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2020,FLORIDA-EAST,"TUNA, YELLOWFIN","108,417",49,"438,849",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2020,FLORIDA-WEST,"TUNA, ALBACORE",,,,Confidential,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2020,FLORIDA-WEST,"TUNA, BIGEYE",,,,Confidential,Commercial,Thunnus obesus,172428,EXCEPTIONS
2020,FLORIDA-WEST,"TUNA, BLACKFIN","14,340",7,"20,446",Public,Commercial,Thunnus atlanticus,172427,ACCSP
2020,FLORIDA-WEST,"TUNA, BLUEFIN",163,0,544,Public,Commercial,Thunnus thynnus,172421,ACCSP
2020,FLORIDA-WEST,"TUNA, LITTLE TUNNY","77,800",35,"46,070",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2020,FLORIDA-WEST,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2020,FLORIDA-WEST,"TUNA, YELLOWFIN","120,348",55,"430,581",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2020,GEORGIA,"TUNA, BLACKFIN",,,,Confidential,Commercial,Thunnus atlanticus,172427,ACCSP
2020,HAWAII,"TUNA, ALBACORE","128,300",58,"225,984",Public,Commercial,Thunnus alalunga,172419,PIFSC
2020,HAWAII,"TUNA, BIGEYE","15,697,699","7,120","53,267,955",Public,Commercial,Thunnus obesus,172428,PIFSC
2020,HAWAII,"TUNA, BLUEFIN","2,317",1,"12,145",Public,Commercial,Thunnus thynnus,172421,PIFSC
2020,HAWAII,"TUNA, KAWAKAWA","2,900",1,"8,770",Public,Commercial,Euthynnus affinis,172403,PIFSC
2020,HAWAII,"TUNA, SKIPJACK","315,402",143,"660,974",Public,Commercial,Katsuwonus pelamis,172401,PIFSC
2020,HAWAII,"TUNA, YELLOWFIN","4,462,181","2,024","13,757,964",Public,Commercial,Thunnus albacares,172423,PIFSC
2020,LOUISIANA,"TUNA, ALBACORE",,,,Confidential,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2020,LOUISIANA,"TUNA, BIGEYE",,,,Confidential,Commercial,Thunnus obesus,172428,EXCEPTIONS
2020,LOUISIANA,"TUNA, BLACKFIN",347,0,451,Public,Commercial,Thunnus atlanticus,172427,GULFFIN
2020,LOUISIANA,"TUNA, BLUEFIN",,,,Confidential,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2020,LOUISIANA,"TUNA, LITTLE TUNNY",896,0,765,Public,Commercial,Euthynnus alletteratus,172402,GULFFIN
2020,LOUISIANA,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2020,LOUISIANA,"TUNA, YELLOWFIN","296,778",135,"1,215,202",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2020,MAINE,"TUNA, BLUEFIN","495,505",225,"1,954,246",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2020,MARYLAND,"TUNA, ALBACORE","7,259",3,"7,167",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2020,MARYLAND,"TUNA, BIGEYE","69,821",32,"352,607",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2020,MARYLAND,"TUNA, BLUEFIN",,,,Confidential,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2020,MARYLAND,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,ACCSP
2020,MARYLAND,"TUNA, YELLOWFIN","37,285",17,"100,581",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2020,MASSACHUSETTS,"TUNA, ALBACORE","60,357",27,"50,823",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2020,MASSACHUSETTS,"TUNA, BIGEYE","83,197",38,"351,941",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2020,MASSACHUSETTS,"TUNA, BLUEFIN","1,075,205",488,"4,200,221",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2020,MASSACHUSETTS,"TUNA, YELLOWFIN","36,533",17,"105,769",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2020,MISSISSIPPI,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,GULFFIN
2020,NEW HAMPSHIRE,"TUNA, BLUEFIN","124,544",56,"474,814",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2020,NEW HAMPSHIRE,"TUNA, YELLOWFIN",,,,Confidential,Commercial,Thunnus albacares,172423,EXCEPTIONS
2020,NEW JERSEY,"TUNA, ALBACORE","61,846",28,"49,967",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2020,NEW JERSEY,"TUNA, BIGEYE","254,030",115,"1,227,261",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2020,NEW JERSEY,"TUNA, BLACKFIN",,,,Confidential,Commercial,Thunnus atlanticus,172427,ACCSP
2020,NEW JERSEY,"TUNA, BLUEFIN",,,,Confidential,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2020,NEW JERSEY,"TUNA, LITTLE TUNNY","6,227",3,"5,446",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2020,NEW JERSEY,"TUNA, SKIPJACK",89,0,46,Public,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2020,NEW JERSEY,"TUNA, YELLOWFIN","206,840",94,"533,053",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2020,NEW YORK,"TUNA, ALBACORE","12,008",5,"14,444",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2020,NEW YORK,"TUNA, BIGEYE","63,023",29,"296,289",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2020,NEW YORK,"TUNA, BLUEFIN","9,363",4,"22,360",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2020,NEW YORK,"TUNA, LITTLE TUNNY",693,0,"1,159",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2020,NEW YORK,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,ACCSP
2020,NEW YORK,"TUNA, YELLOWFIN","49,227",22,"139,611",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2020,NORTH CAROLINA,"TUNA, ALBACORE","9,385",4,"9,727",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2020,NORTH CAROLINA,"TUNA, BIGEYE","347,655",158,"1,616,082",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2020,NORTH CAROLINA,"TUNA, BLACKFIN","19,482",9,"17,692",Public,Commercial,Thunnus atlanticus,172427,ACCSP
2020,NORTH CAROLINA,"TUNA, BLUEFIN","372,799",169,"1,483,103",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2020,NORTH CAROLINA,"TUNA, LITTLE TUNNY","230,685",105,"193,953",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2020,NORTH CAROLINA,"TUNA, SKIPJACK","1,277",1,"1,328",Public,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2020,NORTH CAROLINA,"TUNA, YELLOWFIN","602,035",273,"1,397,509",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2020,OREGON,"TUNA, ALBACORE","4,420,109","2,005","7,054,155",Public,Commercial,Thunnus alalunga,172419,PACFIN
2020,OREGON,"TUNA, BLUEFIN PACIFIC",,,,Confidential,Commercial,Thunnus orientalis,172422,PACFIN
2020,OREGON,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,PACFIN
2020,RHODE ISLAND,"TUNA, ALBACORE","37,810",17,"19,621",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2020,RHODE ISLAND,"TUNA, BIGEYE","116,155",53,"457,708",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2020,RHODE ISLAND,"TUNA, BLACKFIN",,,,Confidential,Commercial,Thunnus atlanticus,172427,ACCSP
2020,RHODE ISLAND,"TUNA, BLUEFIN","35,382",16,"108,183",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2020,RHODE ISLAND,"TUNA, LITTLE TUNNY","34,515",16,"34,056",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2020,RHODE ISLAND,"TUNA, YELLOWFIN","73,612",33,"163,879",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2020,SOUTH CAROLINA,"TUNA, ALBACORE","114,517",52,"51,983",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2020,SOUTH CAROLINA,"TUNA, BIGEYE","27,165",12,"87,933",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2020,SOUTH CAROLINA,"TUNA, BLACKFIN","1,143",1,"1,832",Public,Commercial,Thunnus atlanticus,172427,ACCSP
2020,SOUTH CAROLINA,"TUNA, BLUEFIN","11,973",5,"50,130",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2020,SOUTH CAROLINA,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,ACCSP
2020,SOUTH CAROLINA,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2020,SOUTH CAROLINA,"TUNA, YELLOWFIN","30,100",14,"79,344",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2020,TEXAS,"TUNA, BLACKFIN",,,,Confidential,Commercial,Thunnus atlanticus,172427,GULFFIN
2020,TEXAS,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,GULFFIN
2020,TEXAS,"TUNA, YELLOWFIN",,,,Confidential,Commercial,Thunnus albacares,172423,EXCEPTIONS
2020,VIRGINIA,"TUNA, ALBACORE",,,,Confidential,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2020,VIRGINIA,"TUNA, BIGEYE","9,171",4,"33,848",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2020,VIRGINIA,"TUNA, BLUEFIN",,,,Confidential,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2020,VIRGINIA,"TUNA, YELLOWFIN","6,614",3,"16,176",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2020,WASHINGTON,"TUNA, ALBACORE","10,800,782","4,899","16,068,854",Public,Commercial,Thunnus alalunga,172419,PACFIN
2020,WASHINGTON,"TUNA, BLUEFIN PACIFIC",,,,Confidential,Commercial,Thunnus orientalis,172422,PACFIN
2019,ALABAMA,"TUNA, BLACKFIN","46,049",21,"72,786",Public,Commercial,Thunnus atlanticus,172427,GULFFIN
2019,ALABAMA,"TUNA, LITTLE TUNNY","7,334",3,"5,955",Public,Commercial,Euthynnus alletteratus,172402,GULFFIN
2019,ALABAMA,"TUNA, YELLOWFIN",,,,Confidential,Commercial,Thunnus albacares,172423,EXCEPTIONS
2019,CALIFORNIA,"TUNA, ALBACORE","698,026",317,"1,183,042",Public,Commercial,Thunnus alalunga,172419,PACFIN
2019,CALIFORNIA,"TUNA, BIGEYE","1,317,934",598,"4,242,814",Public,Commercial,Thunnus obesus,172428,PACFIN
2019,CALIFORNIA,"TUNA, BLACK SKIPJACK",,,,Confidential,Commercial,Euthynnus lineatus,172405,PACFIN
2019,CALIFORNIA,"TUNA, BLUEFIN PACIFIC","601,986",273,"727,258",Public,Commercial,Thunnus orientalis,172422,PACFIN
2019,CALIFORNIA,"TUNA, SKIPJACK","42,148",19,"19,955",Public,Commercial,Katsuwonus pelamis,172401,PACFIN
2019,CALIFORNIA,"TUNA, YELLOWFIN","1,013,320",460,"1,032,548",Public,Commercial,Thunnus albacares,172423,PACFIN
2019,CONNECTICUT,"TUNA, LITTLE TUNNY",32,0,16,Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2019,CONNECTICUT,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2019,CONNECTICUT,"TUNA, YELLOWFIN",,,,Confidential,Commercial,Thunnus albacares,172423,EXCEPTIONS
2019,FLORIDA-EAST,"TUNA, ALBACORE","66,496",30,"133,089",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2019,FLORIDA-EAST,"TUNA, BIGEYE","104,211",47,"431,083",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2019,FLORIDA-EAST,"TUNA, BLACKFIN","9,781",4,"12,761",Public,Commercial,Thunnus atlanticus,172427,ACCSP
2019,FLORIDA-EAST,"TUNA, BLUEFIN",,,,Confidential,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2019,FLORIDA-EAST,"TUNA, LITTLE TUNNY","172,246",78,"86,553",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2019,FLORIDA-EAST,"TUNA, SKIPJACK",310,0,465,Public,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2019,FLORIDA-EAST,"TUNA, YELLOWFIN","131,767",60,"568,480",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2019,FLORIDA-WEST,"TUNA, BIGEYE",,,,Confidential,Commercial,Thunnus obesus,172428,EXCEPTIONS
2019,FLORIDA-WEST,"TUNA, BLACKFIN","22,715",10,"44,334",Public,Commercial,Thunnus atlanticus,172427,ACCSP
2019,FLORIDA-WEST,"TUNA, BLUEFIN",,,,Confidential,Commercial,Thunnus thynnus,172421,ACCSP
2019,FLORIDA-WEST,"TUNA, LITTLE TUNNY","30,839",14,"28,271",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2019,FLORIDA-WEST,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,ACCSP
2019,FLORIDA-WEST,"TUNA, YELLOWFIN","128,043",58,"501,214",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2019,GEORGIA,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,ACCSP
2019,HAWAII,"TUNA, ALBACORE","272,049",123,"490,244",Public,Commercial,Thunnus alalunga,172419,PIFSC
2019,HAWAII,"TUNA, BIGEYE","16,585,688","7,523","63,502,248",Public,Commercial,Thunnus obesus,172428,PIFSC
2019,HAWAII,"TUNA, KAWAKAWA","5,527",3,"17,521",Public,Commercial,Euthynnus affinis,172403,PIFSC
2019,HAWAII,"TUNA, SKIPJACK","646,538",293,"816,491",Public,Commercial,Katsuwonus pelamis,172401,PIFSC
2019,HAWAII,"TUNA, YELLOWFIN","5,921,629","2,686","20,595,965",Public,Commercial,Thunnus albacares,172423,PIFSC
2019,LOUISIANA,"TUNA, ALBACORE","14,291",6,"11,433",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2019,LOUISIANA,"TUNA, BIGEYE","3,688",2,"21,287",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2019,LOUISIANA,"TUNA, BLACKFIN",314,0,362,Public,Commercial,Thunnus atlanticus,172427,GULFFIN
2019,LOUISIANA,"TUNA, BLUEFIN",,,,Confidential,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2019,LOUISIANA,"TUNA, LITTLE TUNNY",655,0,619,Public,Commercial,Euthynnus alletteratus,172402,GULFFIN
2019,LOUISIANA,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2019,LOUISIANA,"TUNA, YELLOWFIN","412,028",187,"1,779,177",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2019,MAINE,"TUNA, BLUEFIN","472,157",214,"2,194,816",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2019,MARYLAND,"TUNA, ALBACORE",,,,Confidential,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2019,MARYLAND,"TUNA, BIGEYE","118,303",54,"570,570",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2019,MARYLAND,"TUNA, BLACKFIN",,,,Confidential,Commercial,Thunnus atlanticus,172427,ACCSP
2019,MARYLAND,"TUNA, BLUEFIN",,,,Confidential,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2019,MARYLAND,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,ACCSP
2019,MARYLAND,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2019,MARYLAND,"TUNA, YELLOWFIN","82,659",37,"254,642",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2019,MASSACHUSETTS,"TUNA, ALBACORE","46,810",21,"44,079",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2019,MASSACHUSETTS,"TUNA, BIGEYE","190,766",87,"827,796",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2019,MASSACHUSETTS,"TUNA, BLUEFIN","1,208,206",548,"5,266,006",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2019,MASSACHUSETTS,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2019,MASSACHUSETTS,"TUNA, YELLOWFIN","212,165",96,"602,635",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2019,MISSISSIPPI,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,GULFFIN
2019,NEW HAMPSHIRE,"TUNA, BLUEFIN","120,803",55,"619,891",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2019,NEW HAMPSHIRE,"TUNA, YELLOWFIN",,,,Confidential,Commercial,Thunnus albacares,172423,EXCEPTIONS
2019,NEW JERSEY,"TUNA, ALBACORE","87,381",40,"77,305",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2019,NEW JERSEY,"TUNA, BIGEYE","326,579",148,"1,615,942",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2019,NEW JERSEY,"TUNA, BLACKFIN",,,,Confidential,Commercial,Thunnus atlanticus,172427,ACCSP
2019,NEW JERSEY,"TUNA, BLUEFIN","14,366",7,"55,980",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2019,NEW JERSEY,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,ACCSP
2019,NEW JERSEY,"TUNA, SKIPJACK",604,0,"1,169",Public,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2019,NEW JERSEY,"TUNA, YELLOWFIN","190,980",87,"569,804",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2019,NEW YORK,"TUNA, ALBACORE","18,034",8,"16,124",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2019,NEW YORK,"TUNA, BIGEYE","89,908",41,"415,312",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2019,NEW YORK,"TUNA, BLUEFIN","5,400",2,"22,666",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2019,NEW YORK,"TUNA, LITTLE TUNNY","7,643",3,"10,544",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2019,NEW YORK,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2019,NEW YORK,"TUNA, YELLOWFIN","114,758",52,"336,285",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2019,NORTH CAROLINA,"TUNA, ALBACORE","3,288",1,"4,734",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2019,NORTH CAROLINA,"TUNA, BIGEYE","260,290",118,"1,253,676",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2019,NORTH CAROLINA,"TUNA, BLACKFIN","21,107",10,"20,207",Public,Commercial,Thunnus atlanticus,172427,ACCSP
2019,NORTH CAROLINA,"TUNA, BLUEFIN","304,088",138,"1,416,363",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2019,NORTH CAROLINA,"TUNA, LITTLE TUNNY","232,879",106,"132,165",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2019,NORTH CAROLINA,"TUNA, SKIPJACK",415,0,328,Public,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2019,NORTH CAROLINA,"TUNA, YELLOWFIN","444,323",202,"1,173,190",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2019,OREGON,"TUNA, ALBACORE","6,571,093","2,981","10,856,374",Public,Commercial,Thunnus alalunga,172419,PACFIN
2019,OREGON,"TUNA, BLUEFIN PACIFIC",631,0,"2,073",Public,Commercial,Thunnus orientalis,172422,PACFIN
2019,PROCESS AT SEA,"TUNA, BLUEFIN PACIFIC",,,,Confidential,Commercial,Thunnus orientalis,172422,PACFIN
2019,RHODE ISLAND,"TUNA, ALBACORE","30,562",14,"51,384",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2019,RHODE ISLAND,"TUNA, BIGEYE","129,715",59,"586,730",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2019,RHODE ISLAND,"TUNA, BLUEFIN",,,,Confidential,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2019,RHODE ISLAND,"TUNA, LITTLE TUNNY","23,312",11,"21,225",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2019,RHODE ISLAND,"TUNA, YELLOWFIN","92,450",42,"305,061",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2019,SOUTH CAROLINA,"TUNA, ALBACORE","117,699",53,"219,287",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2019,SOUTH CAROLINA,"TUNA, BIGEYE","36,825",17,"111,473",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2019,SOUTH CAROLINA,"TUNA, BLACKFIN","2,575",1,"5,236",Public,Commercial,Thunnus atlanticus,172427,ACCSP
2019,SOUTH CAROLINA,"TUNA, BLUEFIN","7,749",4,"28,942",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2019,SOUTH CAROLINA,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,ACCSP
2019,SOUTH CAROLINA,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2019,SOUTH CAROLINA,"TUNA, YELLOWFIN","40,205",18,"88,185",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2019,TEXAS,"TUNA, BLACKFIN",,,,Confidential,Commercial,Thunnus atlanticus,172427,GULFFIN
2019,TEXAS,"TUNA, YELLOWFIN",,,,Confidential,Commercial,Thunnus albacares,172423,EXCEPTIONS
2019,VIRGINIA,"TUNA, ALBACORE","8,037",4,"6,191",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2019,VIRGINIA,"TUNA, BIGEYE","35,288",16,"108,811",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2019,VIRGINIA,"TUNA, BLUEFIN","8,157",4,"33,373",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2019,VIRGINIA,"TUNA, LITTLE TUNNY",,,,Confidential,Commercial,Euthynnus alletteratus,172402,ACCSP
2019,VIRGINIA,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2019,VIRGINIA,"TUNA, YELLOWFIN","18,090",8,"35,974",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2019,WASHINGTON,"TUNA, ALBACORE","9,404,190","4,266","15,720,417",Public,Commercial,Thunnus alalunga,172419,PACFIN
2019,WASHINGTON,"TUNA, BLUEFIN PACIFIC",491,0,993,Public,Commercial,Thunnus orientalis,172422,PACFIN
2018,ALABAMA,"TUNA, BLACKFIN",842,0,"1,579",Public,Commercial,Thunnus atlanticus,172427,GULFFIN
2018,ALABAMA,"TUNA, LITTLE TUNNY","5,144",2,"3,238",Public,Commercial,Euthynnus alletteratus,172402,GULFFIN
2018,CALIFORNIA,"TUNA, ALBACORE","337,509",153,"463,603",Public,Commercial,Thunnus alalunga,172419,PACFIN
2018,CALIFORNIA,"TUNA, BIGEYE","1,355,194",615,"4,006,181",Public,Commercial,Thunnus obesus,172428,PACFIN
2018,CALIFORNIA,"TUNA, BLUEFIN PACIFIC","142,795",65,"393,489",Public,Commercial,Thunnus orientalis,172422,PACFIN
2018,CALIFORNIA,"TUNA, SKIPJACK","2,478,690","1,124","954,757",Public,Commercial,Katsuwonus pelamis,172401,PACFIN
2018,CALIFORNIA,"TUNA, YELLOWFIN","3,124,043","1,417","1,713,659",Public,Commercial,Thunnus albacares,172423,PACFIN
2018,CONNECTICUT,"TUNA, ALBACORE",,,,Confidential,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2018,CONNECTICUT,"TUNA, LITTLE TUNNY",16,0,29,Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2018,CONNECTICUT,"TUNA, SKIPJACK",,,,Confidential,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2018,CONNECTICUT,"TUNA, YELLOWFIN",,,,Confidential,Commercial,Thunnus albacares,172423,EXCEPTIONS
2018,FLORIDA-EAST,"TUNA, ALBACORE","65,735",30,"131,759",Public,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2018,FLORIDA-EAST,"TUNA, BIGEYE","131,294",60,"504,453",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2018,FLORIDA-EAST,"TUNA, BLACKFIN","10,065",5,"13,794",Public,Commercial,Thunnus atlanticus,172427,ACCSP
2018,FLORIDA-EAST,"TUNA, BLUEFIN","58,438",27,"234,564",Public,Commercial,Thunnus thynnus,172421,EXCEPTIONS
2018,FLORIDA-EAST,"TUNA, LITTLE TUNNY","194,990",88,"94,044",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2018,FLORIDA-EAST,"TUNA, SKIPJACK",130,0,125,Public,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2018,FLORIDA-EAST,"TUNA, YELLOWFIN","105,733",48,"465,186",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2018,FLORIDA-EAST,TUNAS **,,,,Confidential,Commercial,Thunnus,172418,ACCSP
2018,FLORIDA-WEST,"TUNA, ALBACORE",,,,Confidential,Commercial,Thunnus alalunga,172419,EXCEPTIONS
2018,FLORIDA-WEST,"TUNA, BIGEYE","1,440",1,"5,402",Public,Commercial,Thunnus obesus,172428,EXCEPTIONS
2018,FLORIDA-WEST,"TUNA, BLACKFIN","27,997",13,"41,127",Public,Commercial,Thunnus atlanticus,172427,ACCSP
2018,FLORIDA-WEST,"TUNA, BLUEFIN",,,,Confidential,Commercial,Thunnus thynnus,172421,ACCSP
2018,FLORIDA-WEST,"TUNA, LITTLE TUNNY","28,559",13,"23,011",Public,Commercial,Euthynnus alletteratus,172402,ACCSP
2018,FLORIDA-WEST,"TUNA, SKIPJACK","1,118",1,"1,448",Public,Commercial,Katsuwonus pelamis,172401,EXCEPTIONS
2018,FLORIDA-WEST,"TUNA, YELLOWFIN","336,499",153,"1,308,948",Public,Commercial,Thunnus albacares,172423,EXCEPTIONS
2018,GEORGIA,"TUNA, BLACKFIN",,,,Confidential,Commercial,Thunnus atlanticus,172427,ACCSP
